Accession No.,Book Title,Author,Price (INR),Price ($),Price (Pound),Publisher,Issue / Lost / Available,Book No. / Barcode,Book Shelf No.,No. of Copies,S. No.
410,Advanced COBOL,Phillippakis,121.55,,,TMH,,763558,DCSE/74/1,5,32
411,An Introduction to Micro Computers,Bunnell,50.05,,,TMH,,763559,DCSE/74/1,5,33
412,Cobol Prog. Problems Solutions,M.K.Roy,45,,,TMH,,763561,DCSE/74/1,5,34
413,Cobol Prog. Problems Solutions,M.K.Roy,45,,,TMH,,763562,DCSE/74/1,5,35
415,Artificial Intelligence,Winston,697.13,,,AD,,763509,DCSE/74/1,5,36
416,Fortran 77,Jain & Suri,30,,,TMH,,758565,DCSE/74/1,5,37
417,Interfacing Techniques in Digital Des.,Krutz R.L,66.5,,,Wiley,,758566,DCSE/74/1,5,38
419,Structured Basic - An Integrated Appr.,Ovilia,135.85,,,Megkoga,,758568,DCSE/74/1,5,39
55,Complete text on Basic Prog. Ed.2,"Holmes,B.J",35,,,Galgotia,,736527,DCSE|98|E|3,1,1
56,Complete text on Basic Prog. Ed.2,"Holmes,B.J",35,,,Galgotia,,736528,DCSE|98|E|3,1,2
57,Complete text on Basic Prog. Ed.2,"Holmes,B.J",35,,,Galgotia,,736523,DCSE|98|E|3,1,3
33,Computer & Commonsense Ed.3,H.Roger & S.John,25,,,PHI,,736483,DCSE|98|E|3,1,4
34,Computer & Commonsense Ed.3,H.Roger & S.John,25,,,PHI,,736484,DCSE|98|E|3,1,5
35,Computer & Commonsense Ed.3,H.Roger & S.John,25,,,PHI,,736485,DCSE|98|E|3,1,6
36,Computer & Commonsense Ed.3,H.Roger & S.John,25,,,PHI,,736486,DCSE|98|E|3,1,7
37,Computer & Commonsense Ed.3,H.Roger & S.John,25,,,PHI,,736487,DCSE|98|E|3,1,8
38,Computer & Commonsense Ed.3,H.Roger & S.John,25,,,PHI,,736482,DCSE|98|E|3,1,9
47,System Programming,"Donovan,John J.",,7.5,,Mc Graw Hill,,736493,DCSE|98|E|3,1,10
48,System Programming,"Donovan,John J.",,7.5,,Mc Graw Hill,,736492,DCSE|98|E|3,1,11
49,System Programming,"Donovan,John J.",,7.5,,Mc Graw Hill,,736491,DCSE|98|E|3,1,12
50,System Programming,"Donovan,John J.",,7.5,,Mc Graw Hill,,736494,DCSE|98|E|3,1,13
8,Computer Prog. In Fortran IV Ed.2,"Rajaraman,V.",35,,,PHI,,736451,DCSE|98|E|3,1,14
9,Computer Prog. In Fortran IV Ed.2,"Rajaraman,V.",35,,,PHI,,736452,DCSE|98|E|3,1,15
10,Computer Prog. In Fortran IV Ed.2,"Rajaraman,V.",35,,,PHI,,736453,DCSE|98|E|3,1,16
11,Computer Prog. In Fortran IV Ed.2,"Rajaraman,V.",35,,,PHI,,736454,DCSE|98|E|3,1,17
12,Computer Prog. In Fortran IV Ed.2,"Rajaraman,V.",35,,,PHI,,736455,DCSE|98|E|3,1,18
13,Computer Prog. In Fortran IV Ed.2,"Rajaraman,V.",35,,,PHI,,736456,DCSE|98|E|3,1,19
1,COBOL for Beginners,"Worth,Thomas",55,,,PHI,,736445,DCSE|98|E|3,1,20
2,COBOL for Beginners,"Worth,Thomas",55,,,PHI,,736444,DCSE|98|E|3,1,21
7,COBOL for Beginners,"Worth,Thomas",55,,,PHI,,736447,DCSE|98|E|3,1,25
4,COBOL for Beginners,"Worth,Thomas",55,,,PHI,,736448,DCSE|98|E|3,1,22
5,COBOL for Beginners,"Worth,Thomas",55,,,PHI,,736449,DCSE|98|E|3,1,23
6,COBOL for Beginners,"Worth,Thomas",55,,,PHI,,736450,DCSE|98|E|3,1,24
39,Computer & Commonsense Ed.3,H.Roger & S.John,25,,,PHI,,7361481,DCSE|98|E|3,1,26
52,BASIC PROGRAMMING SELF-TAUGHT,SEYMOUR C. HIRSCH,,,,PHI,,736495,DCSE|98|E|3,1,27
53,Computer Org. & Programming,"Gear,C.William",,8.25,,Mc Graw Hill,,736496,DCSE|98|E|3,1,28
29,Fundamentals of Computer,"Rajaraman,V.",39,,,PHI,,32,DCSE|98|E|3,1,29
54,Ist course in Comp.Prog.using Pascal,"Keiler,Arthur M.",,6.5,,Mc Graw Hill,,736497,DCSE|98|E|3,1,30
143,Introduction to Ada,Paul Chirlian,,19.95,,Matrix Publishers,,737499,DCSE|98|E|3,1,31
147,Fortran 77,Davis & Hoffmann,,8.5,,Mc Graw Hill,,737699,DCSE|98|E|3,1,32
148,Operating System,Madnik Danovan,,8.25,,Mc Graw Hill,,737680,DCSE|98|E|3,1,33
140,Lotus 1-2-3 Desk Top Computer,Grey Harvey,120,,,Sybex,,737496,DCSE|98|E|3,1,34
136,Using the IBM PCJr,Kenniston W. Lord,226.05,,,V.N.R,,737520,DCSE|98|E|3,1,35
137,dBase III Plus,Douglas Hergert,550.9,,,Microsoft Press,,737517,DCSE|98|E|3,1,36
138,Programmer's Guide to Windows,Devid Durcent,150,,,Tech Publi.,,737518,DCSE|98|E|3,1,37
139,Pascal ,W. Findlay & Dawatt,35,,,Galgotia,,737519,DCSE|98|E|3,1,38
128,ABC's 1-2-3,Ghris Gilbert,60,,,BPB Pub.,,712526,DCSE|98|E|3,1,39
129,Compiler Construction,William A. Barrett,70,,,Galgotia,,712527,DCSE|98|E|3,1,40
130,Computer Science,C.A.R. Hoare,75,,,PHI,,712528,DCSE|98|E|3,1,41
125,Microprocessors & Digital System,Douglos V. Hall,122.62,,,Mc Graw Hill,,737515,DCSE|98|E|3,1,42
131,Digital Logic & Computer Design (REPLACE),Mano.M,,,,,,131,DCSE|98|E|3,1,43
132,Computing Methods for Sc. & En.,L.Fox & D.F. Mayors,91.13,,,E.L.B.S,,712530,DCSE|98|E|3,1,44
121,The Manual dBase III,Robert E. Williams,36,,,BPB Pub.,,737511,DCSE|98|E|3,1,45
122,App. Dis. Stru. For Computer Science,Alan Doerr et al.,60,,,Galgotia,,737514,DCSE|98|E|3,1,46
123,Understanding C,"Bruceh, Hunter",60,,,BPB Pub.,,737512,DCSE|98|E|3,1,47
58,Complete text on Basic Prog. Ed.2,"Holmes,B.J",35,,,Galgotia,,736522,DCSE|98|E|3,2,1
59,Complete text on Basic Prog. Ed.2,"Holmes,B.J",35,,,Galgotia,,736521,DCSE|98|E|3,2,2
60,Complete text on Basic Prog. Ed.2,"Holmes,B.J",35,,,Galgotia,,736463,DCSE|98|E|3,2,3
61,Complete text on Basic Prog. Ed.2,"Holmes,B.J",35,,,Galgotia,,736526,DCSE|98|E|3,2,4
62,Complete text on Basic Prog. Ed.2,"Holmes,B.J",35,,,Galgotia,,736525,DCSE|98|E|3,2,5
63,Complete text on Basic Prog. Ed.2,"Holmes,B.J",35,,,Galgotia,,736530,DCSE|98|E|3,2,6
91,Computer Prog. In Fortram IV Ed.2,"Rajaraman,V.",35,,,PHI,,716174,DCSE|98|E|3,2,7
92,Computer Prog. In Fortram IV Ed.2,"Rajaraman,V.",35,,,PHI,,716173,DCSE|98|E|3,2,8
93,Computer Prog. In Fortram IV Ed.2,"Rajaraman,V.",35,,,PHI,,716177,DCSE|98|E|3,2,9
94,Computer Prog. In Fortram IV Ed.2,"Rajaraman,V.",35,,,PHI,,716176,DCSE|98|E|3,2,10
101,Intro. To Comp.Sc.:An Algo App.,Tremblay et al.,,8.5,,Mc Graw Hill,,716187,DCSE|98|E|3,2,11
102,Intro. To Comp.Sc.:An Algo App.,Tremblay et al.,,8.5,,Mc Graw Hill,,716185,DCSE|98|E|3,2,12
103,Intro. To Comp.Sc.:An Algo App.,Tremblay et al.,,8.5,,Mc Graw Hill,,716183,DCSE|98|E|3,2,13
104,Intro. To Comp.Sc.:An Algo App.,Tremblay et al.,,8.5,,Mc Graw Hill,,716184,DCSE|98|E|3,2,14
105,Intro. To Comp.Sc.:An Algo App.,Tremblay et al.,,8.5,,Mc Graw Hill,,716186,DCSE|98|E|3,2,15
96,Basic Programming Self-Taught,"Hirsch,Seymour C.",29,,,PHI,,716178,DCSE|98|E|3,2,16
97,Basic Programming Self-Taught,"Hirsch,Seymour C.",29,,,PHI,,716179,DCSE|98|E|3,2,17
98,Basic Programming Self-Taught,"Hirsch,Seymour C.",29,,,PHI,,716180,DCSE|98|E|3,2,18
54,Ist course in Comp.Prog.using Pascal,"Keiler,Arthur M.",,6.5,,Mc Graw Hill,ISSUED (PKS),736536,DCSE|98|E|3,2,19
3,COBOL for Beginners,"Worth,Thomas",35,,,PHI,,736446,DCSE|98|E|3,2,20
116,Im.That: A Gen. Pur. Gra. Dev. Prog.,"Schmitt, A.R. et al",525,,,Howard W. Sams.,,737196,DCSE|98|E|3,2,21
117,Graphics for the IBM PC,"IIIwosky, Dan et al.",375,,,Howard W. Sams.,,737197,DCSE|98|E|3,2,22
118,dBase Programmer's Utilities,"Byers, Robert A.",240,,,BPB Pub.,,737198,DCSE|98|E|3,2,23
106,Computer Org. & Programming Ed.4,"Gear,William C.",,8.25,,Mc Graw Hill,,716191,DCSE|98|E|3,2,24
107,Computer Org. & Programming Ed.4,"Gear,William C.",,8.25,,Mc Graw Hill,,716190,DCSE|98|E|3,2,25
108,Computer Org. & Programming Ed.4,"Gear,William C.",,8.25,,Mc Graw Hill,,716188,DCSE|98|E|3,2,26
109,Computer Org. & Programming Ed.4,"Gear,William C.",,8.25,,Mc Graw Hill,,716189,DCSE|98|E|3,2,27
110,Intro. To Fortran 77 & the Personal,"Hammond,Robert H.",,,£ 8.50,Mc Graw Hill,,737190,DCSE|98|E|3,2,28
112,"MS-DOS Handbook, Ed.2","King,Richard Alan",60,,,BPB Pub.,,737192,DCSE|98|E|3,2,29
115,Computer Studies : Instruction Manual,"French, C.S",35,,,Galgotia,,737195,DCSE|98|E|3,2,30
114,Assem.Lang.Tech. for the 8086-8088,"Erskine, Robert",90,,,Pitman,,737194,DCSE|98|E|3,2,31
127,Lotus 1-2-3,Ralph Mylius,60,,,BPB Pub.,,737660,DCSE|98|E|3,2,32
204,Advanced Techniques in dBase III,Simpson Alan,150,,,BPB Pub.,,737655,DCSE|98|E|3,2,33
134,Operating System,Madnik Danovan,113.03,,,Mc Graw International,,712532,DCSE|98|E|3,2,34
135,How to solve it by Computer,R.G. Dromoy,35,,,PHI,,712533,DCSE|98|E|3,2,35
133,Pascal for Science & Engineering,"James J.,M.C. Gregar",55,,,Galgotia,,712531,DCSE|98|E|3,2,36
142,Beginning Forth,Paul Chirlian,,16.95,,Matrix Publishers,,737498,DCSE|98|E|3,2,37
46,Comp. Oriented Num.Methods Ed.3,"Rajaraman,V.",29,,,PHI,,192,DCSE|98|E|3,2,38
119,Train. Course : Using A dBase III Plus,Workbook-A. Tate,180,,,BPB Pub.,,737199,DCSE|98|E|3,2,39
120,Train. Course : Using A dBase III Plus,Workbook-A. Tate,180,,,BPB Pub.,,737200,DCSE|98|E|3,2,40
190,Data Processing,Mortin,48,,,TMH,,737657,DCSE|98|E|3,2,41
191,Data Processing,Mortin,48,,,TMH,,737658,DCSE|98|E|3,2,42
188,MS/PC/DOS Book,Stultz,55,,,SKW Enterprises,,737649,DCSE|98|E|3,2,43
219,Digital Fundamental (REPLACE),Floyd,,,,,,219,DCSE|98|E|3,2,44
206,Assem. Lang. Tech. for the IBM PC,"Miller,Alan R.",90,,,BPB Pub.,,737656,DCSE|98|E|3,2,45
205,Advanced Techniques in dBase III,Simpson Alan,150,,,BPB Pub.,,737654,DCSE|98|E|3,2,46
160,System Programming,"Donovan,J. John",,7.5,,Mc Graw Hill,,737700,DCSE|98|E|3,3,1
161,System Programming,"Donovan,J. John",,7.5,,Mc Graw Hill,,737701,DCSE|98|E|3,3,2
162,System Programming,"Donovan,J. John",,7.5,,Mc Graw Hill,,737693,DCSE|98|E|3,3,3
163,System Programming,"Donovan,J. John",,7.5,,Mc Graw Hill,,737698,DCSE|98|E|3,3,4
164,System Programming,"Donovan,J. John",,7.5,,Mc Graw Hill,,737699,DCSE|98|E|3,3,5
165,System Programming,"Donovan,J. John",,7.5,,Mc Graw Hill,,737692,DCSE|98|E|3,3,6
166,System Programming,"Donovan,J. John",,7.5,,Mc Graw Hill,,737694,DCSE|98|E|3,3,7
167,System Programming,"Donovan,J. John",,7.5,,Mc Graw Hill,,737696,DCSE|98|E|3,3,8
168,System Programming,"Donovan,J. John",,7.5,,Mc Graw Hill,,737695,DCSE|98|E|3,3,9
169,System Programming,"Donovan,J. John",,7.5,,Mc Graw Hill,,737697,DCSE|98|E|3,3,10
158,Data Structure,Lipsehutz Symour,,,,,LOST,737691,DCSE|98|E|3,3,11
159,Data Structures,Lipsehutz Symour,,9,,Mc Graw Hill,,737690,DCSE|98|E|3,3,12
155,Introduction to Computer Science,Scheid Francis,,10.5,,Mc Graw Hill,,737688,DCSE|98|E|3,3,13
156,Introduction to Computer Science,Scheid Francis,,10.5,,Mc Graw Hill,,737689,DCSE|98|E|3,3,14
157,Introduction to Computer Science,Scheid Francis,,10.5,,Mc Graw Hill,,737687,DCSE|98|E|3,3,15
149,An Introduction to Micro Computers,Osborne Adam,,6.5,,Mc Graw Hill,,737681,DCSE|98|E|3,3,16
154,Structured COBOL,Litecky R. Charles,116.45,,,Mc Graw Hill,,737686,DCSE|98|E|3,3,17
153,An Introduction to Micro Computers,Osborne Adam,54.12,,,Mc Graw Hill,,737685,DCSE|98|E|3,3,18
150,Numerical Analysis,Scheid Francis,,4.5,,Mc Graw Hill,,737684,DCSE|98|E|3,3,19
151,Numerical Analysis,Scheid Francis,,4.5,,Mc Graw Hill,,737683,DCSE|98|E|3,3,20
152,Numerical Analysis,Scheid Francis,,4.5,,Mc Graw Hill,,737682,DCSE|98|E|3,3,21
170,Introduction to Pascal,"Mathur,Aditya P",,,,,LOST,737708,DCSE|98|E|3,3,22
171,Introduction to Pascal,"Mathur,Aditya P",,,,,LOST,737710,DCSE|98|E|3,3,23
182,More than 32 Basic Programme,Tom Ruggs Philfeld,180,,,Beatyon,,737675,DCSE|98|E|3,3,24
181,COBOL for Beginners,"Worth,Thomas",55,,,PHI,,737713,DCSE|98|E|3,3,25
196,The Manual Lotus 1-2-3,William ,45,,,BPB Pub.,,737659,DCSE|98|E|3,3,26
225,Principle Interactive Comp. Graphics,Newman,116.45,,,Mc Graw Hill,,702598,DCSE|98|E|3,3,27
226,An Introduction to Database Design,Salzberg,116.4,,,AP,,702599,DCSE|98|E|3,3,28
228,Advance Techniques in Turbo Pascal,Edwardo C.Charles,60,,,BPB Pub.,,702580,DCSE|98|E|3,3,29
222,Wordstar Tips & Traps,Anderson,54,,,BPB Pub.,,702607,DCSE|98|E|3,3,30
223,IBM Hardware & Software,Sandler,66,,,BPB Pub.,,702608,DCSE|98|E|3,3,31
235,Computer System Architecture,M.Morris Mano,55,,,PHI,ISSUED (STD),702587,DCSE|98|E|3,3,32
233,Switching & Finite Automata Theory,ZVI Kohavi,60,,,BPB Pub.,,702585,DCSE|98|E|3,3,33
234,Introduction to Wordstar,Arthur Naiman,60,,,PHI,,702586,DCSE|98|E|3,3,34
221,DOS Instant References,Harvey,36,,,BPB Pub.,,702606,DCSE|98|E|3,3,35
217,Mastering Auto Card,Omura,60,,,BPB Pub.,,702602,DCSE|98|E|3,3,36
218,Prolog Prog.Techniques App.,Garavaglis,308.25,,,HIR,,702603,DCSE|98|E|3,3,37
213,First Steps in 80286 Assem. Lang.,Erskine,,14.5,,Glentop,,702432,DCSE|98|E|3,3,38
214,Unix on the IBM PC,Twitty,,,£   6.95,Glentop,,702433,DCSE|98|E|3,3,39
215,80306  Microprocessor Hand Book,Pappas,,,£   6.95,Mc Graw Hill,,702434,DCSE|98|E|3,3,40
212,dBase III Plus: A Comp. User's Manual,Bharicha D. Kermam,54,,,Tech Publi.,,702431,DCSE|98|E|3,3,41
210,1001 Things to do with your IBM PC,Mark,,,,,LOST,737674,DCSE|98|E|3,3,42
1857,Optimising the Windows Registry,Ivens Kathy,395,,,Comdex,,897983,DCSE/19/3,1,1
1858,Graphics Programming ,Abrash's,495,,,Comdex,,897984,DCSE/19/3,1,2
1859,Computer Graphics,Siggraph,,,,ACM Press,,1859,DCSE/19/3,1,3
1861,Introduction to A.I.,Charniak,,,,Wisley A,,1861,DCSE/19/3,1,4
1862,An Operating System Vade Mecum,Raphael A.F.,,,,P.Hall,,1862,DCSE/19/3,1,5
1863,Programming in Pascal,Frates Vaczovsky,,,,P.Hall,,1863,DCSE/19/3,1,6
1864,Microprocessor Arch.-Prog. & Appli.,Gaonkar,,,,Wiley Eastern Ltd..,,1864,DCSE/19/3,1,7
1865,Microprocessor Arch.-Prog. & Appli.,Gaonkar,,,,Wiley Eastern Ltd..,,1865,DCSE/19/3,1,8
1866,Data Structured Program Design,Hausen K.,,,,P.Hall,,1866,DCSE/19/3,1,9
1867,Database Analysis & Design,Howryszkiewycz,,,,SRA,,1867,DCSE/19/3,1,10
1868,Inside Small talk,Lalonde W.R.,,,,P.Hall,,1868,DCSE/19/3,1,11
1869,Fundamentals of Computer Engineering,Heman Lam,,,,Wiley,,1869,DCSE/19/3,1,12
1870,Digital Logic Design,Gideon Langholz,,,,Wm. C. Brown,,1870,DCSE/19/3,1,13
1871,Digital logic computer design,M Mano,,,,P.Hall,,1871,DCSE/19/3,1,14
1872,System Prog. For Small Computers,Daniel H.M.,,,,P.Hall,,1872,DCSE/19/3,1,15
1873,Principles of Relational  Database,Mittra S.S.,,,,P.Hall,,1873,DCSE/19/3,1,16
1874,An Introduction to Computer Logic,H. Troynagle Jr.,,,,P.Hall,,1874,DCSE/19/3,1,17
1875,Fortran 77 for Engineers & Scientists,NY Hoff Leestma,,,,Mc Millan,,1875,DCSE/19/3,1,18
1876,Principles of Distributed  Database Sys.,M. Tamer Ozsu,,,,P.Hall,,1876,DCSE/19/3,1,19
1877,Computers Managers & Society,Rose Michael,,,,Peguin,LOST,1877,DCSE/19/3,1,20
1878,Operating System,Raymond W. Turner,,,,Mc Millan,,1878,DCSE/19/3,1,21
1879,The C++ Workbook,Richard S. Wieuer,,,,Wesley A.,,1879,DCSE/19/3,1,22
1880,Prob. Sol. & Structured Prog. In Pascal,Wilson Nelson,,,,Wesley A.,,1880,DCSE/19/3,1,23
1881,Dev. Cli./Ser. Appli. Oracle Rev.2000,Hipsley P.,423,,,Tata Mc Graw,,909747,DCSE/19/3,1,24
1882,Oracle Developer 2000/H.B,Muller R.J.,350,,,TMH,,909748,DCSE/19/3,1,25
1883,Com. Appli. Dev. Using Oracle 2000,Bayross I.,240,,,BPB,,909749,DCSE/19/3,1,26
1884,Data Structures & Algorithms,Aho A.V.,218,,,A/W,,909750,DCSE/19/3,1,27
1885,Advanced C++,Coplien J.O.,984.12,,,A/W,,909751,DCSE/19/3,1,28
1886,Software Engineering A Practitioner Approach (REPLACE),Pressman,,,,MC GRAW,,909752,DCSE/19/3,2,1
1887,C++ Primer,Lippmam S.B.,349.6,,,A/W,,909753,DCSE/19/3,2,2
1888,Intro. To Parallel & Distri. Comp.,Crichlow J.M.,95,,,PHI,,909754,DCSE/19/3,2,3
1889,Richard Feynman,Gribbin J.,210,,,Univ Press,ISSUED (SKB),909755,DCSE/19/3,2,4
1890,High Performance Computing,Kuck D.J.,480,,,Oxford University,ISSUED (SKB),909756,DCSE/19/3,2,5
1891,Chaotic Dynamics,Baker G.J.,1080,,,Cambridge,ISSUED (SKB),909757,DCSE/19/3,2,6
1892,Data Structures Via C++,Berman A.M.,695,,,Oxford University,,909758,DCSE/19/3,2,7
1893,OOP for Windows,Tello E.R.,1308.81,,,Wieley,,909759,DCSE/19/3,2,8
1894,IT for Growth & Prosperity,Bandyopadhyay S.,325,,,TMH,,909760,DCSE/19/3,2,9
1895,Data & Computer Communications,Stallings W.,250,,,PHI,,909761,DCSE/19/3,2,10
1896,Essentials of Programming ,Friedman D.P.,275,,,TMH,,909762,DCSE/19/3,2,11
1897,Operating System,Cowley C.,275,,,TMH,,909763,DCSE/19/3,2,12
1898,Fuzzy Neural Control,Nie J.,125,,,PHI,,909764,DCSE/19/3,2,13
1899,Science of Programming,Gries,110,,,Narosa,,909765,DCSE/19/3,2,14
1900,Funda. Of Artificial Neural Network,Hassoun M.H,295,,,PHI,,909766,DCSE/19/3,2,15
1901,Intro. To Automata The Lang. & Comp.,Hopcraft,145,,,Narosa,,1901,DCSE/19/3,2,16
1902,Integrated Approach to Software Engg.,Jalote,250,,,Narosa,,909768,DCSE/19/3,2,17
1903,Fundamentals of Algorithms,Brassard G.,225,,,PHI,,909769,DCSE/19/3,2,18
1904,Computer Programming in Fortran 90,Raja Raman V.,150,,,PHI,,909770,DCSE/19/3,2,19
1905,Digital Integrated Electronics,Taub H.,294.97,,,TMH,,909771,DCSE/19/3,2,20
1906,Theory of Computer Science,Mishra K.L.P,125,,,PHI,,909772,DCSE/19/3,2,21
1907,C++ Programming Language,Stroustrup,524,,,Wiley,,909773,DCSE/19/3,2,22
1908,Advanced Computer Architecture,Kain R.Y.,295,,,PHI,,909774,DCSE/19/3,2,23
1909,Programming Languages,Applesby D.,195,,,TMH,,909775,DCSE/19/3,2,24
1910,Computer Arch. & Organisation,Hayes J.P.,316.8,,,MGH,,909659,DCSE/19/3,2,25
1911,Online Computer & Competitive Ana.,Boradin,2551.5,,,Cambridge,ISSUED (SKB),909660,DCSE/19/3,2,26
1912,Computer Networks,Taneubaum A.S.,195,,,PHI,,909668,DCSE/19/3,2,27
1913,Operating System,Deital H.M.,251.25,,,AWL,,909669,DCSE/19/3,2,28
1914,Operating System Concept (REPLACE),Silberschatz,,7.5,,AWL,,909670,DCSE/19/3,2,29
1915,Operating System Concepts,Silberschatz,,7.5,,AWL,,909671,DCSE/19/3,2,30
1916,Operating System Concepts,Silberschatz,,7.5,,AWL,,909672,DCSE/19/3,3,1
1917,Operating System Concepts,Silberschatz,,6.5,,AWL,,909673,DCSE/19/3,3,2
1918,Operating System Internals & Design (REPLACE),Stallings.W,,,,PHI,,909674,DCSE/19/3,3,3
1919,Fundamentals of Database Systems,Elmasri,,6.5,,AWL,,909675,DCSE/19/3,3,4
1920,Fundamentals of Database Systems,Elmasri,395,,,PHI,,909676,DCSE/19/3,3,5
1921,Operating System Des. & Imp.,Taneubaum ,,7.75,,Mc Graw,,909677,DCSE/19/3,3,6
1922,Comp. Arch. And Parallel Processing,Kai Hwang,,7.75,,Mc Graw,,909678,DCSE/19/3,3,7
1923,Comp. Arch. And Parallel Processing,Kai Hwang,,5.25,,AWL,,909679,DCSE/19/3,3,8
1924,C++ FAQs,Cline M.P.,349.6,,,AWL,,910063,DCSE/19/3,3,9
1925,Adv. Prog. In Unix Environment,Stevens W.R.,175,,,BPB,,910064,DCSE/19/3,3,10
1926,Unix Shell Programming ,Kanetkar ,,,,BPB,LOST,910065,DCSE/19/3,3,11
1927,Unix Shell Programming,Kanetkar ,399,,,BPB,,910066,DCSE/19/3,3,12
1928,Building Intranets on NT Net & Solaris,Steru M.,,,,BPB,,910067,DCSE/19/3,3,13
1929,Mathmatical Elements for Computer Graphics (REPLACE),Rogers,,11.95,,Mc Graw,,910068,DCSE/19/3,3,14
1930,Mathmatical Elements of Comp. Gr.,Rogers,,11.95,,Mc Graw,,910069,DCSE/19/3,3,15
1931,Mathmatical Elements of Comp. Gr.,Rogers,303.7,,,Mc Graw,,910070,DCSE/19/3,3,16
1932,Procrdural Elements Of Comp. Gr.,Rogers D.F.,175,,,PHI,,910071,DCSE/19/3,3,17
1933,IBM PC Assem. Lang. & Prog.,Abel P.,175,,,PHI,,910072,DCSE/19/3,3,18
1934,IBM PC Assem. Lang. & Prog.,Abel P.,175,,,PHI,,910075,DCSE/19/3,3,19
1935,IBM PC Assem. Lang. & Prog.,Abel P.,175,,,PHI,ISSUED (B.N PANDEY),910076,DCSE/19/3,3,20
1937,IBM PC Assem. Lang. & Prog.,Abel P.,375,,,Tata Mc Graw,,1937,DCSE/19/3,3,21
1938,The Internet Complete Reference,Hahu H.,175,,,PHI,,910077,DCSE/19/3,3,22
1939,IBM PC Assem. Lang. & Prog.,Abel Peter,175,,,PHI,ISSUED (PKS),913526,DCSE/19/3,4,1
1940,IBM PC Assem. Lang. & Prog.,Abel Peter,175,,,PHI,,913527,DCSE/19/3,4,2
1941,IBM PC Assem. Lang. & Prog.,Abel Peter,175,,,PHI,,913528,DCSE/19/3,4,3
1942,IBM PC Assem. Lang. & Prog.,Abel Peter,175,,,PHI,,913529,DCSE/19/3,4,4
1943,IBM PC Assem. Lang. & Prog.,Abel Peter,395,,,PHI,,913530,DCSE/19/3,4,5
1944,Computer Graphics,Hearn/Baker,395,,,PHI,,913531,DCSE/19/3,4,6
1945,Computer Graphics,Hearn/Baker,395,,,PHI,,913532,DCSE/19/3,4,7
1946,Computer Graphics,Hearn/Baker,195,,,PHI,,913533,DCSE/19/3,4,8
1947,Practical Parallel Programming,Wilson,,7,,AWL,,913534,DCSE/19/3,4,9
1948,Operating System Concepts,Silberschatz,,7,,AWL,,913537,DCSE/19/3,4,10
1949,Operating System Concepts,Silberschatz,,7,,AWL,,913536,DCSE/19/3,4,11
1950,Operating System Concepts,Silberschatz,,,,AWL,,913535,DCSE/19/3,4,12
1951,Fundamentals of Data Base Systems (REPLACE),Elsmari Navathe,434.8,,,AWL,,913538,DCSE/19/3,4,13
1952,C++ Primer,Lippmam / Lapore,394.6,,,AWL,,913539,DCSE/19/3,4,14
1953,Adv. Prog. In Unix Environment,Stevens,262.2,,,AWL,,913540,DCSE/19/3,4,15
1954,Principles of CMOS VLSI Design,Wesbe,371.45,,,AWL,,913541,DCSE/19/3,4,16
1955,Comp. Graphics: Principles & Practice,Foley,262.2,,,AWL,,913542,DCSE/19/3,4,17
1956,The Java Programming Language,Arnold Gosling,266.55,,,AWL,,913543,DCSE/19/3,4,18
1957,Artificial Intelligence ,Charniak,240.35,,,AWL,,913544,DCSE/19/3,4,19
1958,The Java FAQ,Kanerva,229.4,,,AWL,,913545,DCSE/19/3,4,20
1959,The C++ FAQ,Cline/Lomow,391.1,,,Mc Graw,,913546,DCSE/19/3,4,21
1960,Software Engineering ,Pressmann,1275.45,,,AWL,,913547,DCSE/19/3,4,22
1961,Giabit Networking,Partridge G.C.,125,,,PHI,,909963,DCSE/19/3,4,23
1962,Prob. & Stat. Re. Q & Comp. Sc. App.,Trivedi K.R.,284.7,,,AWL,,909964,DCSE/19/3,4,24
1963,Undocumented DOS through C (REPLACE),Date C.J.,,,,BPB,,909965,DCSE/19/3,4,25
1964,Introduction to Database System,Kanetkar Y,1130.92,,,AWL,,909966,DCSE/19/3,5,1
1965,Distributed Op. Systems & Algorithm,Chow R.,721.39,,,AWL,,909967,DCSE/19/3,5,2
1966,Object Technology,Taylor D.A.,1768.06,,,AWL,,909968,DCSE/19/3,5,3
1967,Object Solutions,Booch G.,450,,,BPB,,909969,DCSE/19/3,5,4
1968,TCP/IP for NT Server 4,MCSE,350,,,PHI,,909970,DCSE/19/3,5,5
1969,X Windows System Programming,Barkakati,135,,,New Age International,,909971,DCSE/19/3,5,6
1971,Programming in C,Ravichandran,962.29,,,AWL,,909973,DCSE/19/3,5,7
1972,Java Virtual Machine Specification,Lindholm Yellin,1530.81,,,AWL,,909974,DCSE/19/3,5,8
1973,Pentium Processor System Arch.,Mindshare,1618.41,,,AWL,,909975,DCSE/19/3,5,9
1974,Pentium Pro. & Pen. II Sys. Arch.,Mindshare,841.84,,,AWL,,909976,DCSE/19/3,5,10
1975,Measuring Software Reuse,Poulin J.S.,1155,,,AWL,,909977,DCSE/19/3,5,11
1976,Inside CORBA,Mowbray Ruh,1617.71,,,AWL,,909978,DCSE/19/3,5,12
1977,Data Mining,Adriaans P.,,,,AWL,,909980,DCSE/19/3,5,13
1978,ATM Sol. For Ent. Internate Working,Ginsburg D.,890.02,,,AWL,,909981,DCSE/19/3,5,14
